거래금액,거래유형,건축년도,년,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부,시군구명,시도명
"170,000",중개거래,2003,2021,문래동3가,문래힐스테이트,12,29,137.82,서울 영등포구,94,11560,4,,,영등포구,서울특별시
"100,500",중개거래,2008,2021,문래동4가,리버뷰신안인스빌2단지,12,20,84.995,서울 영등포구,68,11560,11,,,영등포구,서울특별시
"96,000",중개거래,1987,2021,문래동6가,현대2차,12,18,79.72,서울 영등포구,45,11560,8,,,영등포구,서울특별시
"81,000",중개거래,1987,2021,문래동6가,현대2차,12,27,59.85,서울 영등포구,45,11560,12,,,영등포구,서울특별시
"61,650",직거래,1998,2021,문래동6가,대원,12,29,84.78,,47-1,11560,3,,,영등포구,서울특별시
"93,900",중개거래,1991,2021,양평동3가,현대3차,12,11,84.7,경기 용인수지구,79,11560,1,,,영등포구,서울특별시
"90,000",직거래,1996,2021,양평동5가,양평한신,12,9,59.94,,76,11560,2,,,영등포구,서울특별시
"105,000",중개거래,1998,2021,양평동5가,동보,12,23,84.48,서울 영등포구,9-1,11560,15,,,영등포구,서울특별시
"90,000",중개거래,1996,2021,양평동5가,양평한신,12,23,59.94,서울 영등포구,76,11560,5,,,영등포구,서울특별시
"95,000",중개거래,1998,2021,양평동5가,동보,12,31,84.48,서울 영등포구,9-1,11560,10,,,영등포구,서울특별시
"95,000",중개거래,1998,2021,양평동5가,동보,12,31,84.48,서울 영등포구,9-1,11560,10,22.01.25,O,영등포구,서울특별시
"95,000",중개거래,1999,2021,양평동6가,한솔,12,30,114.12,서울 영등포구,99,11560,4,,,영등포구,서울특별시
"113,500",중개거래,1997,2021,신길동,한성,12,10,84.98,서울 영등포구,769-1,11560,7,,,영등포구,서울특별시
"95,500",중개거래,1986,2021,신길동,우성1,12,11,64.4,서울 영등포구,365,11560,4,,,영등포구,서울특별시
"95,500",중개거래,1986,2021,신길동,우성1,12,11,64.4,서울 영등포구,365,11560,4,22.02.16,O,영등포구,서울특별시
"124,000",중개거래,2015,2021,신길동,래미안영등포프레비뉴,12,14,59.99,"서울 서초구, 서울 영등포구",4945,11560,4,,,영등포구,서울특별시
"124,000",중개거래,2015,2021,신길동,래미안영등포프레비뉴,12,14,59.99,"서울 서초구, 서울 영등포구",4945,11560,4,22.01.10,O,영등포구,서울특별시
"136,000",중개거래,2021,2021,신길동,신길센트럴자이아파트,12,15,59.98,서울 영등포구,4964,11560,19,,,영등포구,서울특별시
"132,000",중개거래,2017,2021,신길동,래미안에스티움,12,18,59.95,서울 영등포구,4950,11560,20,,,영등포구,서울특별시
"77,000",중개거래,1977,2021,신길동,남서울,12,19,41.62,"서울 마포구, 서울 영등포구",3002,11560,4,,,영등포구,서울특별시
"149,000",중개거래,2021,2021,신길동,신길센트럴자이아파트,12,27,75.87,서울 영등포구,4964,11560,5,,,영등포구,서울특별시
"10,300",중개거래,2013,2021,신길동,신길레전드힐스,12,29,13.74,서울 영등포구,261-22,11560,11,,,영등포구,서울특별시
"13,000",중개거래,2013,2021,신길동,프리가,12,29,13.66,서울 영등포구,65-21,11560,5,,,영등포구,서울특별시
"11,000",직거래,2012,2021,신길동,여의도리버뷰,12,30,12.96,,4942,11560,5,,,영등포구,서울특별시
"11,000",직거래,2013,2021,대림동,쌍용플래티넘S,12,1,18.24,,717,11560,7,,,영등포구,서울특별시
"68,500",중개거래,1992,2021,대림동,우성2,12,3,79.91,서울 영등포구,695,11560,5,,,영등포구,서울특별시
"87,500",중개거래,1992,2021,대림동,현대1,12,4,84.75,서울 영등포구,785-1,11560,3,,,영등포구,서울특별시
"10,900",중개거래,2013,2021,대림동,쌍용플래티넘S,12,15,18.24,서울 영등포구,717,11560,5,,,영등포구,서울특별시
"10,500",중개거래,2012,2021,대림동,(1101-1),12,22,14.46,서울 동작구,1101-1,11560,5,,,영등포구,서울특별시
"12,200",직거래,2013,2021,대림동,쌍용플래티넘S,12,28,18.24,,717,11560,9,,,영등포구,서울특별시
"69,000",중개거래,1985,2021,대림동,우성1,12,29,62.37,서울 영등포구,696,11560,1,,,영등포구,서울특별시
"10,500",중개거래,2012,2021,대림동,(1101-1),12,31,13.9,서울 영등포구,1101-1,11560,6,,,영등포구,서울특별시
"92,000",중개거래,2001,2021,산천동,한강타운,12,3,59.69,서울 마포구,204,11170,5,,,용산구,서울특별시
"120,000",중개거래,2001,2021,산천동,리버힐삼성,12,4,59.55,서울 용산구,193,11170,6,,,용산구,서울특별시
"150,500",중개거래,2019,2021,효창동,용산롯데캐슬센터포레,12,9,59.8677,서울 용산구,287,11170,5,,,용산구,서울특별시
"70,000",직거래,2001,2021,도원동,삼성래미안,12,15,59.94,,23,11170,12,,,용산구,서울특별시
"145,000",중개거래,2011,2021,용문동,브라운스톤,12,17,84.76,서울 용산구,90,11170,10,,,용산구,서울특별시
"19,900",중개거래,2013,2021,문배동,용산큐브,12,4,13.01,서울 용산구,24-4,11170,18,,,용산구,서울특별시
"220,000",중개거래,2010,2021,문배동,리첸시아용산B,12,10,145.78,서울 용산구,40-31,11170,23,,,용산구,서울특별시
"20,000",직거래,2013,2021,문배동,용산큐브,12,19,13.01,,24-4,11170,15,21.12.24,O,용산구,서울특별시
"17,600",직거래,2013,2021,문배동,용산큐브,12,27,13.01,,24-4,11170,20,,,용산구,서울특별시
"19,300",중개거래,2013,2021,문배동,용산큐브,12,30,13.01,경기 부천시,24-4,11170,15,,,용산구,서울특별시
"70,000",직거래,2021,2021,한강로1가,센트럴파크,12,30,27.82,,216-11,11170,6,,,용산구,서울특별시
"69,900",중개거래,2021,2021,한강로1가,센트럴파크,12,30,29.84,서울 용산구,216-11,11170,3,,,용산구,서울특별시
"310,000",중개거래,2009,2021,용산동5가,용산파크타워(24-0),12,14,134.02,서울 용산구,24,11170,14,,,용산구,서울특별시
"330,000",중개거래,2009,2021,용산동5가,용산파크타워(24-0),12,18,124.8,서울 용산구,24,11170,36,,,용산구,서울특별시
"300,000",중개거래,2004,2021,한강로3가,한강대우트럼프월드3,12,8,159.77,서울 중구,65-230,11170,20,,,용산구,서울특별시
"189,000",중개거래,1998,2021,이촌동,한가람,12,13,59.88,서울 용산구,404,11170,10,,,용산구,서울특별시
"445,000",중개거래,1971,2021,이촌동,한강맨숀,12,15,120.33,서울 용산구,300-23,11170,3,,,용산구,서울특별시
"400,000",중개거래,2008,2021,이태원동,준아트빌,12,29,228.02,"서울 서초구, 서울 용산구",124-1,11170,14,,,용산구,서울특별시
"370,000",중개거래,2002,2021,한남동,현대하이페리온,12,1,197.22,서울 용산구,805,11170,12,,,용산구,서울특별시
"900,000",중개거래,2019,2021,한남동,나인원한남,12,2,244.3478,서울 용산구,829,11170,2,,,용산구,서울특별시
"1,200,000",직거래,2020,2021,한남동,파르크한남,12,13,268.95,,410,11170,2,,,용산구,서울특별시
"80,000",중개거래,2004,2021,한남동,한남동리첸시아,12,15,37.53,서울 용산구,72-1,11170,11,,,용산구,서울특별시
"59,500",중개거래,1974,2021,한남동,한성1,12,15,32.17,서울 용산구,29-4,11170,5,,,용산구,서울특별시
"270,000",중개거래,2011,2021,한남동,한남더힐,12,22,59.686,서울 용산구,810,11170,2,,,용산구,서울특별시
"40,000",중개거래,1974,2021,한남동,한성1,12,28,24.76,서울 용산구,29-4,11170,-1,,,용산구,서울특별시
"79,000",중개거래,2003,2021,수색동,대림한숲(DMC이편한세상),12,4,59.895,서울 은평구,415-1,11380,7,,,은평구,서울특별시
"85,000",중개거래,2003,2021,수색동,대림한숲(DMC이편한세상),12,6,84.951,서울 은평구,415-1,11380,1,,,은평구,서울특별시
"103,000",중개거래,2021,2021,수색동,DMC롯데캐슬더퍼스트,12,9,59.96,서울 은평구,417,11380,7,,,은평구,서울특별시
"90,000",직거래,2003,2021,수색동,대림한숲(DMC이편한세상),12,25,114.18,,415-1,11380,14,,,은평구,서울특별시
"126,000",중개거래,2019,2021,녹번동,힐스테이트녹번,12,5,84.898,서울 은평구,282,11380,8,,,은평구,서울특별시
"145,000",중개거래,2019,2021,녹번동,힐스테이트녹번,12,7,84.898,"서울 서초구, 서울 은평구",282,11380,16,,,은평구,서울특별시
"85,000",중개거래,2001,2021,녹번동,녹번2현대,12,9,84.94,서울 은평구,278-1,11380,11,,,은평구,서울특별시
"109,000",직거래,2019,2021,녹번동,힐스테이트녹번,12,23,59.938,,282,11380,13,,,은평구,서울특별시
"147,000",중개거래,2015,2021,녹번동,북한산푸르지오,12,28,114.98,서울 은평구,281,11380,12,,,은평구,서울특별시
"65,900",직거래,2021,2021,불광동,연신내역트리플라101동,12,4,36.61,,484-63,11380,11,,,은평구,서울특별시
"95,000",중개거래,1988,2021,불광동,라이프미성,12,5,84.65,서울 은평구,248,11380,3,,,은평구,서울특별시
"81,000",중개거래,2009,2021,불광동,북한산힐스테이트1차아파트,12,9,59.817,서울 은평구,635,11380,8,,,은평구,서울특별시
"74,000",직거래,1988,2021,불광동,라이프미성,12,12,125.75,,248,11380,6,,,은평구,서울특별시
"81,000",직거래,1988,2021,불광동,라이프미성,12,15,66.7,,248,11380,13,,,은평구,서울특별시
"19,400",중개거래,2016,2021,불광동,정익제이원5차,12,24,16.07,서울 은평구,486-14,11380,13,,,은평구,서울특별시
"22,500",직거래,2021,2021,불광동,효민아크로뷰,12,30,15.09,,484-73,11380,16,,,은평구,서울특별시
"40,500",직거래,2021,2021,불광동,연신내역트리플라101동,12,31,22.67,,484-63,11380,13,,,은평구,서울특별시
"50,500",중개거래,2017,2021,갈현동,베로니스,12,10,52.1,경기 성남수정구,468-5,11380,6,,,은평구,서울특별시
"42,500",중개거래,2001,2021,갈현동,갈현건영,12,11,59.99,서울 은평구,541-1,11380,1,,,은평구,서울특별시
"89,950",중개거래,2004,2021,구산동,경남아너스빌,12,4,122.77,서울 은평구,224,11380,11,,,은평구,서울특별시
"52,500",중개거래,2009,2021,구산동,구산그린빌,12,9,59.5,서울 은평구,226,11380,3,,,은평구,서울특별시
"68,000",중개거래,2004,2021,구산동,갈현1단지e-편한세상,12,11,84.618,서울 은평구,547,11380,4,,,은평구,서울특별시
"43,700",직거래,2021,2021,구산동,벨뷰아파트,12,18,48.84,,321-28,11380,2,,,은평구,서울특별시
"48,100",직거래,2004,2021,구산동,경남아너스빌,12,29,122.77,,224,11380,16,,,은평구,서울특별시
"31,500",직거래,2021,2021,대조동,대경아르체아파트,12,8,25.28,,26-14,11380,8,,,은평구,서울특별시
"41,000",직거래,2021,2021,대조동,대경아르체아파트,12,10,29.99,,26-14,11380,13,,,은평구,서울특별시
"45,000",직거래,2021,2021,대조동,대경아르체아파트,12,15,29.99,,26-14,11380,2,,,은평구,서울특별시
"15,500",직거래,2014,2021,대조동,주주베에이,12,16,12.25,,9-14,11380,11,,,은평구,서울특별시
"67,000",중개거래,1997,2021,대조동,삼성타운,12,17,59.4,서울 은평구,231,11380,16,,,은평구,서울특별시
"42,000",직거래,2021,2021,대조동,대경아르체아파트,12,20,29.99,,26-14,11380,8,,,은평구,서울특별시
"36,800",직거래,2021,2021,대조동,북한산포레스트,12,20,29.02,,179-16,11380,7,,,은평구,서울특별시
"40,500",직거래,2021,2021,대조동,대경아르체아파트,12,28,29.99,,26-14,11380,10,,,은평구,서울특별시
"43,500",직거래,2021,2021,대조동,대경아르체아파트,12,28,29.99,,26-14,11380,2,,,은평구,서울특별시
"30,300",중개거래,2017,2021,대조동,서경아파트,12,31,28.18,서울 은평구,186-21,11380,8,,,은평구,서울특별시
"90,000",중개거래,2020,2021,응암동,백련산에스케이뷰아이파크,12,1,59.8545,서울 은평구,767,11380,14,,,은평구,서울특별시
"104,000",중개거래,2021,2021,응암동,백련산파크자이,12,3,84.669,서울 강서구,766,11380,2,,,은평구,서울특별시
"89,000",중개거래,2018,2021,응암동,백련산힐스테이트4차,12,7,59.98,서울 은평구,764,11380,7,,,은평구,서울특별시
"115,800",중개거래,2020,2021,응암동,백련산에스케이뷰아이파크,12,9,84.9039,서울 은평구,767,11380,15,,,은평구,서울특별시
"99,300",중개거래,2011,2021,응암동,백련산힐스테이트3차,12,14,84.43,서울 은평구,761,11380,2,,,은평구,서울특별시
"97,000",중개거래,2011,2021,응암동,백련산힐스테이트2차,12,16,84.59,서울 은평구,760,11380,2,,,은평구,서울특별시
"88,000",중개거래,2008,2021,응암동,대우푸르지오,12,16,84.2,서울 은평구,176,11380,12,,,은평구,서울특별시
"88,500",중개거래,2018,2021,응암동,백련산힐스테이트4차,12,24,59.98,서울 은평구,764,11380,17,,,은평구,서울특별시
"84,000",중개거래,2011,2021,응암동,백련산힐스테이트3차,12,24,59.63,서울 마포구,761,11380,5,,,은평구,서울특별시
"90,000",중개거래,2018,2021,응암동,백련산힐스테이트4차,12,25,59.98,서울 은평구,764,11380,18,,,은평구,서울특별시
"90,000",중개거래,2020,2021,응암동,백련산에스케이뷰아이파크,12,25,59.8545,서울 은평구,767,11380,6,,,은평구,서울특별시
"27,500",중개거래,2004,2021,응암동,자선메르시안(118-62),12,26,59.49,서울 은평구,118-62,11380,2,,,은평구,서울특별시
"91,300",중개거래,2020,2021,응암동,백련산에스케이뷰아이파크,12,30,59.8545,서울 은평구,767,11380,16,,,은평구,서울특별시
"36,000",중개거래,2018,2021,역촌동,위산엘리시움,12,11,39.26,서울 은평구,17-17,11380,9,,,은평구,서울특별시
"47,500",중개거래,2004,2021,역촌동,두성,12,15,83.93,서울 은평구,21-21,11380,4,,,은평구,서울특별시
"52,000",중개거래,2018,2021,역촌동,위산엘리시움,12,26,52.49,서울 은평구,17-17,11380,4,,,은평구,서울특별시
"32,000",중개거래,2008,2021,신사동,신아,12,1,53.61,서울 은평구,6-5,11380,7,,,은평구,서울특별시
"50,000",중개거래,1988,2021,신사동,신성,12,12,61.32,서울 은평구,155-1,11380,13,,,은평구,서울특별시
"72,700",중개거래,1997,2021,신사동,현대1,12,21,84.17,서울 은평구,359,11380,3,,,은평구,서울특별시
"69,700",중개거래,1997,2021,신사동,현대1,12,21,84.17,서울 은평구,359,11380,5,,,은평구,서울특별시
"105,000",중개거래,2008,2021,진관동,은평뉴타운상림마을(롯데캐슬A-12),12,2,84.79,서울 은평구,20,11380,5,,,은평구,서울특별시
"110,500",중개거래,2008,2021,진관동,은평뉴타운상림마을(현대아이파크B-4),12,3,134.91,서울 은평구,6,11380,7,,,은평구,서울특별시
"27,000",직거래,2017,2021,진관동,은평뉴타운솔하임,12,3,19.839,,60,11380,17,,,은평구,서울특별시
"96,000",중개거래,2015,2021,진관동,은평뉴타운기자촌11단지,12,17,84.94,서울 은평구,150,11380,9,,,은평구,서울특별시
"97,000",중개거래,2010,2021,진관동,은평뉴타운구파발(금호어울림10단지),12,22,84.78,서울 은평구,27,11380,6,,,은평구,서울특별시
"129,000",중개거래,2009,2021,진관동,은평뉴타운우물골(두산위브6단지),12,28,101.42,서울 은평구,81,11380,3,,,은평구,서울특별시
"35,500",직거래,2021,2021,효제동,이지마루종로,12,2,25.55,,126-2,11110,15,,,종로구,서울특별시
"34,800",직거래,2021,2021,효제동,이지마루종로,12,9,24.44,,126-2,11110,13,,,종로구,서울특별시
"46,500",직거래,2021,2021,효제동,이지마루종로,12,24,26.65,,126-2,11110,12,,,종로구,서울특별시
"112,000",중개거래,1995,2021,명륜2가,아남1,12,15,84.9,서울 종로구,4,11110,19,,,종로구,서울특별시
"114,000",중개거래,1995,2021,명륜2가,아남1,12,15,84.9,서울 종로구,4,11110,19,22.02.28,O,종로구,서울특별시
"111,500",중개거래,1995,2021,명륜2가,아남1,12,20,84.9,서울 종로구,4,11110,17,,,종로구,서울특별시
"74,000",중개거래,1999,2021,창신동,두산,12,6,84.9,경기 광주시,232,11110,11,,,종로구,서울특별시
"82,000",중개거래,1999,2021,창신동,두산,12,13,59.95,서울 종로구,232,11110,2,,,종로구,서울특별시
"79,500",중개거래,1999,2021,창신동,두산,12,18,59.95,서울 종로구,232,11110,1,,,종로구,서울특별시
"10,500",직거래,2012,2021,숭인동,삼전솔하임2차,12,1,15,,296-19,11110,9,,,종로구,서울특별시
"13,000",중개거래,2013,2021,숭인동,종로중흥S클래스,12,7,17.811,서울 종로구,202-3,11110,12,,,종로구,서울특별시
"11,000",중개거래,2013,2021,숭인동,종로동광모닝스카이,12,9,15.855,서울 종로구,1421-1,11110,15,,,종로구,서울특별시
"10,900",중개거래,2012,2021,숭인동,삼전솔하임2차,12,27,16.67,서울 중구,296-19,11110,5,,,종로구,서울특별시
"209,000",중개거래,2017,2021,평동,경희궁자이(3단지),12,11,84.8359,서울 종로구,233,11110,6,,,종로구,서울특별시
"190,500",중개거래,2017,2021,홍파동,경희궁자이(2단지),12,29,77.974,서울 종로구,199,11110,10,,,종로구,서울특별시
"80,000",중개거래,2017,2021,교북동,경희궁자이(4단지),12,15,33.982,서울 종로구,126,11110,6,,,종로구,서울특별시
"135,000",중개거래,2009,2021,평창동,엘리시아,12,7,236.07,"서울 마포구, 서울 종로구",66-1,11110,4,,,종로구,서울특별시
"138,000",중개거래,2019,2021,무악동,경희궁롯데캐슬,12,13,59.6737,서울 종로구,89,11110,13,,,종로구,서울특별시
"175,000",중개거래,2010,2021,회현동1가,남산SKLEADERSVIEW,12,13,137.53,서울 중구,206,11140,17,,,중구,서울특별시
"45,000",중개거래,1975,2021,회현동1가,삼풍,12,16,47.54,서울 중구,146-1,11140,9,,,중구,서울특별시
"45,500",중개거래,2018,2021,충무로5가,충무로헤센스마트,12,31,40.65,"서울 중구, 서울 중랑구",90,11140,6,,,중구,서울특별시
"45,500",중개거래,2018,2021,충무로5가,충무로헤센스마트,12,31,40.65,서울 중구,90,11140,6,22.01.19,O,중구,서울특별시
"89,500",중개거래,1999,2021,예장동,삼익,12,23,115.17,서울 중구,9,11140,1,,,중구,서울특별시
"15,000",직거래,2020,2021,오장동,오렌지카운티을지로,12,27,12.43,,145-1,11140,14,,,중구,서울특별시
"129,000",중개거래,2011,2021,신당동,청구e편한세상,12,1,59.89,서울 중구,852,11140,3,,,중구,서울특별시
"146,000",중개거래,2002,2021,신당동,남산타운,12,11,84.88,서울 중구,844,11140,6,,,중구,서울특별시
"116,000",중개거래,2002,2021,신당동,남산타운,12,11,59.94,서울 중구,844,11140,11,,,중구,서울특별시
"27,100",직거래,2021,2021,신당동,약수역더시티,12,20,20.73,,857,11140,11,,,중구,서울특별시
"119,000",중개거래,2002,2021,신당동,남산타운,12,21,59.94,서울 중구,844,11140,17,,,중구,서울특별시
"20,000",직거래,2001,2021,신당동,스위스빌라,12,30,52.09,,432-2000,11140,1,,,중구,서울특별시
"99,300",중개거래,2008,2021,황학동,롯데캐슬,12,3,59.91,서울 성동구,2545,11140,24,,,중구,서울특별시
"120,000",중개거래,2010,2021,황학동,황학아크로타워,12,4,109.146,서울 강동구,2523,11140,6,,,중구,서울특별시
"28,500",직거래,2017,2021,황학동,골드캐슬Ⅲ,12,9,33.47,,1743,11140,13,,,중구,서울특별시
"32,300",중개거래,2017,2021,황학동,골드캐슬Ⅲ,12,15,32.75,서울 중구,1743,11140,10,,,중구,서울특별시
"80,000",중개거래,2016,2021,순화동,덕수궁롯데캐슬,12,2,42.3686,서울 중구,217,11140,5,,,중구,서울특별시
"183,000",중개거래,2017,2021,만리동2가,서울역센트럴자이,12,14,84.9791,서울 마포구,176-1,11140,14,22.04.07,O,중구,서울특별시
"83,000",중개거래,2000,2021,면목동,두산4,12,4,84.86,서울 중랑구,1522,11260,2,,,중랑구,서울특별시
"104,500",중개거래,2020,2021,면목동,라온프라이빗,12,4,59.9855,서울 중랑구,1544,11260,7,,,중랑구,서울특별시
"80,500",중개거래,1992,2021,면목동,용마금호타운,12,10,84.9,서울 노원구,494,11260,9,,,중랑구,서울특별시
"60,500",중개거래,2004,2021,면목동,온세솔내움,12,11,69.6946,서울 중랑구,1524,11260,2,,,중랑구,서울특별시
"60,000",중개거래,2003,2021,면목동,세모하이츠(B),12,11,76.38,서울 노원구,132-64,11260,4,,,중랑구,서울특별시
"37,000",직거래,2006,2021,면목동,용마,12,13,76.08,,354-12,11260,2,,,중랑구,서울특별시
"54,800",중개거래,1996,2021,면목동,형진,12,15,59.94,서울 동대문구,1512,11260,4,,,중랑구,서울특별시
"85,000",중개거래,1997,2021,면목동,면목삼익아파트,12,20,84.99,"서울 강남구, 서울 중랑구",1516,11260,8,,,중랑구,서울특별시
"51,500",중개거래,2005,2021,면목동,포인트아파트비동,12,27,83.2,서울 중랑구,142-8,11260,4,,,중랑구,서울특별시
"17,900",중개거래,2015,2021,면목동,건원베스트원,12,30,17.43,서울 중랑구,105-4,11260,12,,,중랑구,서울특별시
"10,700",중개거래,2014,2021,상봉동,포시티,12,5,14.855,서울 중랑구,113-1,11260,5,,,중랑구,서울특별시
"72,200",중개거래,1996,2021,상봉동,건영2차아파트,12,6,57.3,서울 중랑구,63,11260,10,,,중랑구,서울특별시
"12,400",중개거래,2015,2021,상봉동,주함해븐타워,12,12,14.55,서울 중랑구,115-61,11260,14,,,중랑구,서울특별시
"10,000",중개거래,2014,2021,상봉동,포시티,12,21,14.855,서울 중랑구,113-1,11260,16,,,중랑구,서울특별시
"122,000",중개거래,2013,2021,상봉동,프레미어스엠코,12,24,101.08,서울 중랑구,500,11260,28,,,중랑구,서울특별시
"83,000",중개거래,1997,2021,상봉동,건영1,12,25,84.96,서울 중랑구,1,11260,6,,,중랑구,서울특별시
"41,000",중개거래,2003,2021,상봉동,동성네스트빌1동,12,27,71.1,서울 중랑구,32-1,11260,3,,,중랑구,서울특별시
"96,000",중개거래,2013,2021,중화동,동양엔파트2차,12,4,84.87,서울 중랑구,454,11260,7,,,중랑구,서울특별시
"77,500",중개거래,2004,2021,중화동,청원다미소,12,4,84.82,서울 중랑구,286-22,11260,10,,,중랑구,서울특별시
"32,500",직거래,2004,2021,중화동,한솔e(B동),12,13,82.65,,19-3,11260,3,,,중랑구,서울특별시
"69,500",중개거래,2004,2021,중화동,청원다미소,12,31,84.77,서울 중랑구,286-22,11260,5,,,중랑구,서울특별시
"110,000",중개거래,2017,2021,묵동,이편한세상화랑대,12,12,84.834,서울 중랑구,396,11260,9,,,중랑구,서울특별시
"102,000",중개거래,2010,2021,묵동,묵동자이(1단지),12,14,111.32,서울 중랑구,164-4,11260,21,,,중랑구,서울특별시
"101,500",중개거래,2017,2021,묵동,이편한세상화랑대,12,15,59.953,서울 중랑구,396,11260,14,22.02.28,O,중랑구,서울특별시
"30,000",직거래,1998,2021,묵동,신도,12,22,30.81,,167,11260,22,,,중랑구,서울특별시
"52,500",중개거래,1996,2021,묵동,신내,12,23,39.84,서울 중랑구,13,11260,5,,,중랑구,서울특별시
"114,000",중개거래,2017,2021,묵동,이편한세상화랑대,12,26,84.834,서울 중랑구,396,11260,12,,,중랑구,서울특별시
"105,000",중개거래,1995,2021,묵동,신내대림아파트,12,31,102.7,서울 중랑구,20,11260,4,,,중랑구,서울특별시
"49,300",중개거래,1999,2021,망우동,신원,12,7,59.62,"서울 성동구, 서울 중랑구",573,11260,11,,,중랑구,서울특별시
"39,000",중개거래,1988,2021,망우동,대보,12,10,44.01,서울 중랑구,236-7,11260,5,,,중랑구,서울특별시
"29,400",중개거래,2002,2021,망우동,현대,12,10,51.69,서울 중랑구,508-17,11260,3,,,중랑구,서울특별시
"47,500",중개거래,2004,2021,망우동,예성그린캐슬,12,15,58.9,서울 중랑구,577,11260,3,,,중랑구,서울특별시
"85,000",중개거래,2012,2021,망우동,중랑숲리가,12,16,84.956,서울 중랑구,583,11260,11,,,중랑구,서울특별시
"50,000",중개거래,1989,2021,망우동,경남,12,19,59.94,서울 중랑구,226,11260,5,,,중랑구,서울특별시
"55,000",중개거래,2005,2021,망우동,한울네세창,12,20,78.75,서울 중랑구,579,11260,6,,,중랑구,서울특별시
"52,000",중개거래,2005,2021,망우동,해오름101동,12,29,84.972,서울 중랑구,508-14,11260,4,,,중랑구,서울특별시
"54,500",중개거래,1996,2021,신내동,신내6대주,12,3,39.84,"서울 도봉구, 서울 중랑구",650,11260,1,,,중랑구,서울특별시
"40,000",중개거래,1996,2021,신내동,신내9진흥,12,3,33.18,서울 중랑구,657,11260,4,,,중랑구,서울특별시
"74,850",중개거래,1998,2021,신내동,새한,12,4,84.4,서울 중랑구,795,11260,5,,,중랑구,서울특별시
"58,500",중개거래,1997,2021,신내동,동성3,12,5,59.4,서울 중랑구,618,11260,1,,,중랑구,서울특별시
"72,000",중개거래,1996,2021,신내동,신내6대주,12,7,59.76,"서울 노원구, 서울 중랑구",650,11260,8,,,중랑구,서울특별시
"92,500",중개거래,1997,2021,신내동,동성3,12,8,134.88,"경기 구리시, 서울 중랑구",618,11260,10,,,중랑구,서울특별시
"44,000",중개거래,1996,2021,신내동,신내9진흥,12,17,33.18,서울 중랑구,657,11260,11,,,중랑구,서울특별시
"69,000",중개거래,2010,2021,신내동,데시앙,12,18,59.99,서울 중랑구,317,11260,1,,,중랑구,서울특별시
"75,500",중개거래,1996,2021,신내동,신내6대주,12,20,59.76,서울 중랑구,650,11260,7,,,중랑구,서울특별시
"42,400",중개거래,1996,2021,신내동,신내9진흥,12,23,33.18,서울 중랑구,657,11260,15,,,중랑구,서울특별시
